id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,difficulty,cefr_level,toeic_level,frequency,synonyms,antonyms,word_family,collocations,phrasal_verbs,grammar_pattern,common_mistakes,usage_note,topic,mnemonic,mnemonic_type,memory_tip,is_common,stage,created_at,updated_at
,privacy breach,phrasal verb,privacy breach,,privacy breach trong ngữ cảnh kinh doanh.,privacy breach plays an important role in business.,Dịch: privacy breach plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,privacy breach = privacy breach,True,4,,
,user authentication,phrasal verb,user authentication,,user authentication trong ngữ cảnh kinh doanh.,user authentication plays an important role in business.,Dịch: user authentication plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,user authentication = user authentication,True,4,,
,logout,noun,logout,,logout trong ngữ cảnh kinh doanh.,The logout is important for business operations.,Dịch: The logout is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,logout = logout,True,1,,
,data encryption,phrasal verb,data encryption,,data encryption trong ngữ cảnh kinh doanh.,data encryption plays an important role in business.,Dịch: data encryption plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data encryption = data encryption,True,4,,
,malware protection,phrasal verb,malware protection,,malware protection trong ngữ cảnh kinh doanh.,malware protection plays an important role in business.,Dịch: malware protection plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,malware protection = malware protection,True,4,,
,system backup,phrasal verb,system backup,,system backup trong ngữ cảnh kinh doanh.,system backup plays an important role in business.,Dịch: system backup plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system backup = system backup,True,4,,
,fingerprint recognition,phrasal verb,fingerprint recognition,,fingerprint recognition trong ngữ cảnh kinh doanh.,fingerprint recognition plays an important role in business.,Dịch: fingerprint recognition plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,fingerprint recognition = fingerprint recognition,True,4,,
,MFA,noun,mfa,,MFA trong ngữ cảnh kinh doanh.,The MFA is important for business operations.,Dịch: The MFA is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,MFA = mfa,True,1,,
,AI,noun,ai,,AI trong ngữ cảnh kinh doanh.,The AI is important for business operations.,Dịch: The AI is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,AI = ai,True,1,,
,NLP,noun,nlp,,NLP trong ngữ cảnh kinh doanh.,The NLP is important for business operations.,Dịch: The NLP is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,NLP = nlp,True,1,,
,speech processing,phrasal verb,speech processing,,speech processing trong ngữ cảnh kinh doanh.,speech processing plays an important role in business.,Dịch: speech processing plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,speech processing = speech processing,True,4,,
,test data,phrasal verb,test data,,test data trong ngữ cảnh kinh doanh.,test data plays an important role in business.,Dịch: test data plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,test data = test data,True,3,,
,intelligent automation,phrasal verb,intelligent automation,,intelligent automation trong ngữ cảnh kinh doanh.,intelligent automation plays an important role in business.,Dịch: intelligent automation plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,intelligent automation = intelligent automation,True,4,,
,virtual assistant,phrasal verb,virtual assistant,,virtual assistant trong ngữ cảnh kinh doanh.,virtual assistant plays an important role in business.,Dịch: virtual assistant plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,virtual assistant = virtual assistant,True,4,,
,robot,noun,robot,,robot trong ngữ cảnh kinh doanh.,The robot is important for business operations.,Dịch: The robot is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,robot = robot,True,1,,
,IoT,noun,iot,,IoT trong ngữ cảnh kinh doanh.,The IoT is important for business operations.,Dịch: The IoT is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,IoT = iot,True,1,,
,smart watch,phrasal verb,smart watch,,smart watch trong ngữ cảnh kinh doanh.,smart watch plays an important role in business.,Dịch: smart watch plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,smart watch = smart watch,True,4,,
,processor,noun,processor,,processor trong ngữ cảnh kinh doanh.,The processor is important for business operations.,Dịch: The processor is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,processor = processor,True,3,,
,chip,noun,chip,,chip trong ngữ cảnh kinh doanh.,The chip is important for business operations.,Dịch: The chip is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,chip = chip,True,1,,
,diode,noun,diode,,diode trong ngữ cảnh kinh doanh.,The diode is important for business operations.,Dịch: The diode is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,diode = diode,True,1,,
,analog signal,phrasal verb,analog signal,,analog signal trong ngữ cảnh kinh doanh.,analog signal plays an important role in business.,Dịch: analog signal plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,analog signal = analog signal,True,4,,
,telecommunication network,phrasal verb,telecommunication network,,telecommunication network trong ngữ cảnh kinh doanh.,telecommunication network plays an important role in business.,Dịch: telecommunication network plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,telecommunication network = telecommunication network,True,4,,
,5G,noun,5g,,5G trong ngữ cảnh kinh doanh.,The 5G is important for business operations.,Dịch: The 5G is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,5G = 5g,True,1,,
,optical fiber,phrasal verb,optical fiber,,optical fiber trong ngữ cảnh kinh doanh.,optical fiber plays an important role in business.,Dịch: optical fiber plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,optical fiber = optical fiber,True,4,,
,network speed,phrasal verb,network speed,,network speed trong ngữ cảnh kinh doanh.,network speed plays an important role in business.,Dịch: network speed plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,network speed = network speed,True,4,,
,data packet,phrasal verb,data packet,,data packet trong ngữ cảnh kinh doanh.,data packet plays an important role in business.,Dịch: data packet plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data packet = data packet,True,4,,
,IP,noun,ip,,IP trong ngữ cảnh kinh doanh.,The IP is important for business operations.,Dịch: The IP is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,IP = ip,True,1,,
,SMTP,noun,smtp,,SMTP trong ngữ cảnh kinh doanh.,The SMTP is important for business operations.,Dịch: The SMTP is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,SMTP = smtp,True,1,,
,IPv4,noun,ipv4,,IPv4 trong ngữ cảnh kinh doanh.,The IPv4 is important for business operations.,Dịch: The IPv4 is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,IPv4 = ipv4,True,1,,
,IP network,phrasal verb,ip network,,IP network trong ngữ cảnh kinh doanh.,IP network plays an important role in business.,Dịch: IP network plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,IP network = ip network,True,3,,
,server rack,phrasal verb,server rack,,server rack trong ngữ cảnh kinh doanh.,server rack plays an important role in business.,Dịch: server rack plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,server rack = server rack,True,4,,
,blade server,phrasal verb,blade server,,blade server trong ngữ cảnh kinh doanh.,blade server plays an important role in business.,Dịch: blade server plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,blade server = blade server,True,4,,
,virtual machine,phrasal verb,virtual machine,,virtual machine trong ngữ cảnh kinh doanh.,virtual machine plays an important role in business.,Dịch: virtual machine plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,virtual machine = virtual machine,True,4,,
,Docker,noun,docker,,Docker trong ngữ cảnh kinh doanh.,The Docker is important for business operations.,Dịch: The Docker is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,Docker = docker,True,1,,
,distributed computing,phrasal verb,distributed computing,,distributed computing trong ngữ cảnh kinh doanh.,distributed computing plays an important role in business.,Dịch: distributed computing plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,distributed computing = distributed computing,True,4,,
,mobile computing,phrasal verb,mobile computing,,mobile computing trong ngữ cảnh kinh doanh.,mobile computing plays an important role in business.,Dịch: mobile computing plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,mobile computing = mobile computing,True,4,,
,digital technology,phrasal verb,digital technology,,digital technology trong ngữ cảnh kinh doanh.,digital technology plays an important role in business.,Dịch: digital technology plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,digital technology = digital technology,True,4,,
,enterprise application,phrasal verb,enterprise application,,enterprise application trong ngữ cảnh kinh doanh.,enterprise application plays an important role in business.,Dịch: enterprise application plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,enterprise application = enterprise application,True,4,,
,human resource management system,phrasal verb,human resource management system,,human resource management system trong ngữ cảnh kinh doanh.,human resource management system plays an important role in business.,Dịch: human resource management system plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,human resource management system = human resource management system,True,4,,
,POS system,phrasal verb,pos system,,POS system trong ngữ cảnh kinh doanh.,POS system plays an important role in business.,Dịch: POS system plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,POS system = pos system,True,3,,
,online shopping,phrasal verb,online shopping,,online shopping trong ngữ cảnh kinh doanh.,online shopping plays an important role in business.,Dịch: online shopping plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,online shopping = online shopping,True,4,,
,financial technology,phrasal verb,financial technology,,financial technology trong ngữ cảnh kinh doanh.,financial technology plays an important role in business.,Dịch: financial technology plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,financial technology = financial technology,True,4,,
,banking software,phrasal verb,banking software,,banking software trong ngữ cảnh kinh doanh.,banking software plays an important role in business.,Dịch: banking software plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,banking software = banking software,True,4,,
,knowledge management,phrasal verb,knowledge management,,knowledge management trong ngữ cảnh kinh doanh.,knowledge management plays an important role in business.,Dịch: knowledge management plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,knowledge management = knowledge management,True,4,,
,digital document,phrasal verb,digital document,,digital document trong ngữ cảnh kinh doanh.,digital document plays an important role in business.,Dịch: digital document plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,digital document = digital document,True,4,,
,database file,phrasal verb,database file,,database file trong ngữ cảnh kinh doanh.,database file plays an important role in business.,Dịch: database file plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,database file = database file,True,4,,
,NAS,noun,nas,,NAS trong ngữ cảnh kinh doanh.,The NAS is important for business operations.,Dịch: The NAS is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,NAS = nas,True,1,,
,gigabyte,noun,gigabyte,,gigabyte trong ngữ cảnh kinh doanh.,The gigabyte is important for business operations.,Dịch: The gigabyte is important for business operations.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,gigabyte = gigabyte,True,2,,
,gigabit,noun,gigabit,,gigabit trong ngữ cảnh kinh doanh.,The gigabit is important for business operations.,Dịch: The gigabit is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,gigabit = gigabit,True,1,,
,clock speed,phrasal verb,clock speed,,clock speed trong ngữ cảnh kinh doanh.,clock speed plays an important role in business.,Dịch: clock speed plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,clock speed = clock speed,True,4,,
,system optimization,phrasal verb,system optimization,,system optimization trong ngữ cảnh kinh doanh.,system optimization plays an important role in business.,Dịch: system optimization plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system optimization = system optimization,True,4,,
,system efficiency,phrasal verb,system efficiency,,system efficiency trong ngữ cảnh kinh doanh.,system efficiency plays an important role in business.,Dịch: system efficiency plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system efficiency = system efficiency,True,4,,
,software compatibility,phrasal verb,software compatibility,,software compatibility trong ngữ cảnh kinh doanh.,software compatibility plays an important role in business.,Dịch: software compatibility plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,software compatibility = software compatibility,True,4,,
,system integration,phrasal verb,system integration,,system integration trong ngữ cảnh kinh doanh.,system integration plays an important role in business.,Dịch: system integration plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system integration = system integration,True,4,,
,connectivity,noun,connectivity,,connectivity trong ngữ cảnh kinh doanh.,The connectivity is important for business operations.,Dịch: The connectivity is important for business operations.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,connectivity = connectivity,True,4,,
,system configuration,phrasal verb,system configuration,,system configuration trong ngữ cảnh kinh doanh.,system configuration plays an important role in business.,Dịch: system configuration plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system configuration = system configuration,True,4,,
,system settings,phrasal verb,system settings,,system settings trong ngữ cảnh kinh doanh.,system settings plays an important role in business.,Dịch: system settings plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system settings = system settings,True,4,,
,software license,phrasal verb,software license,,software license trong ngữ cảnh kinh doanh.,software license plays an important role in business.,Dịch: software license plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,software license = software license,True,4,,
,freeware,noun,freeware,,freeware trong ngữ cảnh kinh doanh.,The freeware is important for business operations.,Dịch: The freeware is important for business operations.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,freeware = freeware,True,2,,
,system migration,phrasal verb,system migration,,system migration trong ngữ cảnh kinh doanh.,system migration plays an important role in business.,Dịch: system migration plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system migration = system migration,True,4,,
,migration testing,phrasal verb,migration testing,,migration testing trong ngữ cảnh kinh doanh.,migration testing plays an important role in business.,Dịch: migration testing plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,migration testing = migration testing,True,4,,
,security test,phrasal verb,security test,,security test trong ngữ cảnh kinh doanh.,security test plays an important role in business.,Dịch: security test plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,security test = security test,True,4,,
,automated testing,phrasal verb,automated testing,,automated testing trong ngữ cảnh kinh doanh.,automated testing plays an important role in business.,Dịch: automated testing plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,automated testing = automated testing,True,4,,
,release management,phrasal verb,release management,,release management trong ngữ cảnh kinh doanh.,release management plays an important role in business.,Dịch: release management plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,release management = release management,True,4,,
,version control system,phrasal verb,version control system,,version control system trong ngữ cảnh kinh doanh.,version control system plays an important role in business.,Dịch: version control system plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,version control system = version control system,True,4,,
,merge,verb,merge,,merge trong ngữ cảnh kinh doanh.,We need to merge the project effectively.,Dịch: We need to merge the project effectively.,,,easy,A1,400,80,[],[],[],[],[],merge + N,,,General Business Operations,,,merge = merge,True,1,,
,GitHub,noun,github,,GitHub trong ngữ cảnh kinh doanh.,The GitHub is important for business operations.,Dịch: The GitHub is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,GitHub = github,True,1,,
,continuous integration,phrasal verb,continuous integration,,continuous integration trong ngữ cảnh kinh doanh.,continuous integration plays an important role in business.,Dịch: continuous integration plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,continuous integration = continuous integration,True,4,,
,software build,phrasal verb,software build,,software build trong ngữ cảnh kinh doanh.,software build plays an important role in business.,Dịch: software build plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,software build = software build,True,4,,
,executable,adjective,executable,,executable trong ngữ cảnh kinh doanh.,The company is executable in its approach.,Dịch: The company is executable in its approach.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,executable = executable,True,3,,
,SDK,noun,sdk,,SDK trong ngữ cảnh kinh doanh.,The SDK is important for business operations.,Dịch: The SDK is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,SDK = sdk,True,1,,
,REST API,phrasal verb,rest api,,REST API trong ngữ cảnh kinh doanh.,REST API plays an important role in business.,Dịch: REST API plays an important role in business.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,REST API = rest api,True,2,,
,JSON format,phrasal verb,json format,,JSON format trong ngữ cảnh kinh doanh.,JSON format plays an important role in business.,Dịch: JSON format plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,JSON format = json format,True,4,,
,data input,phrasal verb,data input,,data input trong ngữ cảnh kinh doanh.,data input plays an important role in business.,Dịch: data input plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data input = data input,True,3,,
,input validation,phrasal verb,input validation,,input validation trong ngữ cảnh kinh doanh.,input validation plays an important role in business.,Dịch: input validation plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,input validation = input validation,True,4,,
,data cleaning,phrasal verb,data cleaning,,data cleaning trong ngữ cảnh kinh doanh.,data cleaning plays an important role in business.,Dịch: data cleaning plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data cleaning = data cleaning,True,4,,
,data privacy,phrasal verb,data privacy,,data privacy trong ngữ cảnh kinh doanh.,data privacy plays an important role in business.,Dịch: data privacy plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data privacy = data privacy,True,4,,
,audit log,phrasal verb,audit log,,audit log trong ngữ cảnh kinh doanh.,audit log plays an important role in business.,Dịch: audit log plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,audit log = audit log,True,3,,
,system monitoring,phrasal verb,system monitoring,,system monitoring trong ngữ cảnh kinh doanh.,system monitoring plays an important role in business.,Dịch: system monitoring plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system monitoring = system monitoring,True,4,,
,security alert,phrasal verb,security alert,,security alert trong ngữ cảnh kinh doanh.,security alert plays an important role in business.,Dịch: security alert plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,security alert = security alert,True,4,,
,IT dashboard,phrasal verb,it dashboard,,IT dashboard trong ngữ cảnh kinh doanh.,IT dashboard plays an important role in business.,Dịch: IT dashboard plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,IT dashboard = it dashboard,True,4,,
,data science,phrasal verb,data science,,data science trong ngữ cảnh kinh doanh.,data science plays an important role in business.,Dịch: data science plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data science = data science,True,4,,
,software architect,phrasal verb,software architect,,software architect trong ngữ cảnh kinh doanh.,software architect plays an important role in business.,Dịch: software architect plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,software architect = software architect,True,4,,
,enterprise architecture,phrasal verb,enterprise architecture,,enterprise architecture trong ngữ cảnh kinh doanh.,enterprise architecture plays an important role in business.,Dịch: enterprise architecture plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,enterprise architecture = enterprise architecture,True,4,,
,system specification,phrasal verb,system specification,,system specification trong ngữ cảnh kinh doanh.,system specification plays an important role in business.,Dịch: system specification plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system specification = system specification,True,4,,
,IT compliance,phrasal verb,it compliance,,IT compliance trong ngữ cảnh kinh doanh.,IT compliance plays an important role in business.,Dịch: IT compliance plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,IT compliance = it compliance,True,4,,
,access policy,phrasal verb,access policy,,access policy trong ngữ cảnh kinh doanh.,access policy plays an important role in business.,Dịch: access policy plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,access policy = access policy,True,4,,
,system scalability,phrasal verb,system scalability,,system scalability trong ngữ cảnh kinh doanh.,system scalability plays an important role in business.,Dịch: system scalability plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system scalability = system scalability,True,4,,
,system capacity,phrasal verb,system capacity,,system capacity trong ngữ cảnh kinh doanh.,system capacity plays an important role in business.,Dịch: system capacity plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system capacity = system capacity,True,4,,
,system load,phrasal verb,system load,,system load trong ngữ cảnh kinh doanh.,system load plays an important role in business.,Dịch: system load plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system load = system load,True,4,,
,computing workload,phrasal verb,computing workload,,computing workload trong ngữ cảnh kinh doanh.,computing workload plays an important role in business.,Dịch: computing workload plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,computing workload = computing workload,True,4,,
,system resource,phrasal verb,system resource,,system resource trong ngữ cảnh kinh doanh.,system resource plays an important role in business.,Dịch: system resource plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system resource = system resource,True,4,,
,memory usage,phrasal verb,memory usage,,memory usage trong ngữ cảnh kinh doanh.,memory usage plays an important role in business.,Dịch: memory usage plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,memory usage = memory usage,True,4,,
,diagnostic tool,phrasal verb,diagnostic tool,,diagnostic tool trong ngữ cảnh kinh doanh.,diagnostic tool plays an important role in business.,Dịch: diagnostic tool plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,diagnostic tool = diagnostic tool,True,4,,
,command line,phrasal verb,command line,,command line trong ngữ cảnh kinh doanh.,command line plays an important role in business.,Dịch: command line plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,command line = command line,True,4,,
,shell script,phrasal verb,shell script,,shell script trong ngữ cảnh kinh doanh.,shell script plays an important role in business.,Dịch: shell script plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,shell script = shell script,True,4,,
,CLI,noun,cli,,CLI trong ngữ cảnh kinh doanh.,The CLI is important for business operations.,Dịch: The CLI is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,CLI = cli,True,1,,
,access permission,phrasal verb,access permission,,access permission trong ngữ cảnh kinh doanh.,access permission plays an important role in business.,Dịch: access permission plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,access permission = access permission,True,4,,
,user privilege,phrasal verb,user privilege,,user privilege trong ngữ cảnh kinh doanh.,user privilege plays an important role in business.,Dịch: user privilege plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,user privilege = user privilege,True,4,,
,technical solution,phrasal verb,technical solution,,technical solution trong ngữ cảnh kinh doanh.,technical solution plays an important role in business.,Dịch: technical solution plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,technical solution = technical solution,True,4,,
,hardware repair,phrasal verb,hardware repair,,hardware repair trong ngữ cảnh kinh doanh.,hardware repair plays an important role in business.,Dịch: hardware repair plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,hardware repair = hardware repair,True,4,,
,hardware replacement,phrasal verb,hardware replacement,,hardware replacement trong ngữ cảnh kinh doanh.,hardware replacement plays an important role in business.,Dịch: hardware replacement plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,hardware replacement = hardware replacement,True,4,,
,IT equipment,phrasal verb,it equipment,,IT equipment trong ngữ cảnh kinh doanh.,IT equipment plays an important role in business.,Dịch: IT equipment plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,IT equipment = it equipment,True,4,,
,digital device,phrasal verb,digital device,,digital device trong ngữ cảnh kinh doanh.,digital device plays an important role in business.,Dịch: digital device plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,digital device = digital device,True,4,,
,technical equipment,phrasal verb,technical equipment,,technical equipment trong ngữ cảnh kinh doanh.,technical equipment plays an important role in business.,Dịch: technical equipment plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,technical equipment = technical equipment,True,4,,
,remote support,phrasal verb,remote support,,remote support trong ngữ cảnh kinh doanh.,remote support plays an important role in business.,Dịch: remote support plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,remote support = remote support,True,4,,
,remote desktop,phrasal verb,remote desktop,,remote desktop trong ngữ cảnh kinh doanh.,remote desktop plays an important role in business.,Dịch: remote desktop plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,remote desktop = remote desktop,True,4,,
,support request,phrasal verb,support request,,support request trong ngữ cảnh kinh doanh.,support request plays an important role in business.,Dịch: support request plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,support request = support request,True,4,,
,IT incident,phrasal verb,it incident,,IT incident trong ngữ cảnh kinh doanh.,IT incident plays an important role in business.,Dịch: IT incident plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,IT incident = it incident,True,4,,
,problem management,phrasal verb,problem management,,problem management trong ngữ cảnh kinh doanh.,problem management plays an important role in business.,Dịch: problem management plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,problem management = problem management,True,4,,
,ITSM,noun,itsm,,ITSM trong ngữ cảnh kinh doanh.,The ITSM is important for business operations.,Dịch: The ITSM is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,ITSM = itsm,True,1,,
,security response,phrasal verb,security response,,security response trong ngữ cảnh kinh doanh.,security response plays an important role in business.,Dịch: security response plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,security response = security response,True,4,,
,data restore,phrasal verb,data restore,,data restore trong ngữ cảnh kinh doanh.,data restore plays an important role in business.,Dịch: data restore plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data restore = data restore,True,4,,
