id,question_id,option_label,option_text,display_order,is_correct
39597,10005,C,The person is supporting international stakeholders.,3,f
39598,10006,A,The person is organizing global volunteering.,1,f
39599,10006,B,The person is managing international service.,2,f
39600,10006,D,The person is coordinating programs.,4,f
39601,10007,A,Wait until Monday,1,f
39602,10007,B,Submit by Friday,2,f
39603,10007,C,Ask for extension,3,f
39604,10007,D,Cancel project,4,f
39605,10008,A,2 hours,1,f
39606,10008,B,All day,2,f
39607,10008,C,10 minutes,3,f
39608,10008,D,45 minutes,4,f
39609,10009,A,Out of stock,1,f
39610,10009,B,50 in stock,2,f
39611,10009,C,Pre-order only,3,f
39612,10009,D,Limited quantity,4,f
39613,10010,A,Free,1,f
39614,10010,B,$500 per year,2,f
39615,10010,C,$150 per month,3,f
39616,10010,D,Pay per use,4,f
39617,10011,A,I'm too busy,1,f
39618,10011,B,Ask someone else,2,f
39619,10011,C,"Yes, immediately",3,f
39620,10011,D,Not my responsibility,4,f
39621,10012,A,Exact time,1,f
39622,10012,B,Whenever,2,f
39623,10012,C,Don't come,3,f
39624,10012,D,15 minutes early,4,f
39625,10013,A,Not yet,1,f
39626,10013,B,On your desk,2,f
39627,10013,C,Need more time,3,f
39628,10013,D,Cancelled,4,f
39629,10014,A,Over 100,1,f
39630,10014,B,Just a few,2,f
39631,10014,C,Nobody,3,f
39632,10014,D,25 participants,4,f
39633,10015,A,Visitor lot,1,f
39634,10015,B,Street only,2,f
39635,10015,C,No parking,3,f
39636,10015,D,Valet,4,f
39637,10016,A,Formal,1,f
39638,10016,B,Business casual,2,f
39639,10016,C,Casual,3,f
39640,10016,D,Costume,4,f
39641,10017,A,No need,1,f
39642,10017,B,"Yes, for presentation",2,f
39643,10017,C,Optional,3,f
39644,10017,D,Tablets only,4,f
39645,10018,A,Side entrance,1,f
39646,10018,B,Back door,2,f
39647,10018,C,Main entrance with ID,3,f
39648,10018,D,Roof access,4,f
39649,10019,A,6 PM,1,f
39650,10019,B,24 hours,2,f
39651,10019,C,9 PM weekdays,3,f
39652,10019,D,Closed today,4,f
39653,10020,A,No discount,1,f
39654,10020,B,Seasonal sale,2,f
39655,10020,C,Student discount,3,f
39656,10020,D,10% off members,4,f
39657,10021,A,"Yes, call to reschedule",1,f
39658,10021,B,"No, fixed time",2,f
39659,10021,C,Maybe later,3,f
39660,10021,D,Cancel instead,4,f
39661,10022,A,Full service with support,1,f
39662,10022,B,Basic service only,2,f
39663,10022,C,Premium features,3,f
39664,10022,D,Nothing included,4,f
39665,10023,A,Email support,1,f
39666,10023,B,Use the app,2,f
39667,10023,C,No support,3,f
39668,10023,D,Call 1-800-555-1234,4,f
39669,10024,A,2 years remaining,1,f
39670,10024,B,Expired last month,2,f
39671,10024,C,Lifetime warranty,3,f
39672,10024,D,No warranty,4,f
39673,10025,A,Cash only,1,f
39674,10025,B,All major cards,2,f
39675,10025,C,Credit cards and cash,3,f
39676,10025,D,Cryptocurrency,4,f
39677,10026,A,No refunds,1,f
39678,10026,B,Store credit only,2,f
39679,10026,C,Partial refund,3,f
39680,10026,D,Within 30 days,4,f
39681,10027,A,Lifetime warranty,1,f
39682,10027,B,6 months,2,f
39683,10027,C,No warranty,3,f
39684,10027,D,One year from purchase,4,f
39685,10028,A,Paid service,1,f
39686,10028,B,DIY only,2,f
39687,10028,C,No installation,3,f
39688,10028,D,Free installation,4,f
39689,10029,A,No,1,f
39690,10029,B,Made from recycled materials,2,f
39691,10029,C,Partially eco-friendly,3,f
39692,10029,D,Unknown,4,f
39693,10030,A,Online tracking available,1,f
39694,10030,B,No tracking,2,f
39695,10030,C,Email updates only,3,f
39696,10030,D,Call for status,4,f
39697,10031,A,Next day delivery,1,f
39698,10031,B,2 weeks,2,f
39699,10031,C,3-5 business days,3,f
39700,10031,D,Same day,4,f
39701,10032,A,On track,1,f
39702,10032,B,Delayed,2,f
39703,10032,C,Cancelled,3,f
39704,10032,D,Behind schedule,4,f
39705,10033,A,Start over,1,f
39706,10033,B,Cancel it,2,f
39707,10033,C,Finalize the report,3,f
39708,10033,D,Delay it,4,f
39709,10034,A,The client,1,f
39710,10034,B,The team,2,f
39711,10034,C,Management,3,f
39712,10034,D,External consultants,4,f
39713,10035,A,Delayed,1,f
39714,10035,B,On track,2,f
39715,10035,C,Cancelled,3,f
39716,10035,D,Behind schedule,4,f
39717,10036,A,Start over,1,f
39718,10036,B,Cancel it,2,f
39719,10036,C,Finalize the report,3,f
39720,10036,D,Delay it,4,f
39721,10037,A,The client,1,f
39722,10037,B,Management,2,f
39723,10037,C,External consultants,3,f
39724,10037,D,The team,4,f
39725,10038,A,Delayed,1,f
39726,10038,B,Cancelled,2,f
39727,10038,C,Behind schedule,3,f
39728,10038,D,On track,4,f
39729,10039,A,Start over,1,f
39730,10039,B,Cancel it,2,f
39731,10039,C,Delay it,3,f
39732,10039,D,Finalize the report,4,f
39733,10040,A,The client,1,f
39734,10040,B,Management,2,f
39735,10040,C,The team,3,f
39736,10040,D,External consultants,4,f
39737,10041,A,Delayed,1,f
39738,10041,B,On track,2,f
39739,10041,C,Cancelled,3,f
39740,10041,D,Behind schedule,4,f
39741,10042,A,Start over,1,f
39742,10042,B,Cancel it,2,f
39743,10042,C,Delay it,3,f
39744,10042,D,Finalize the report,4,f
39745,10043,A,The client,1,f
39746,10043,B,Management,2,f
39747,10043,C,External consultants,3,f
39748,10043,D,The team,4,f
39749,10044,A,Delayed,1,f
39750,10044,B,Cancelled,2,f
39751,10044,C,On track,3,f
39752,10044,D,Behind schedule,4,f
39753,10045,A,Start over,1,f
39754,10045,B,Cancel it,2,f
39755,10045,C,Delay it,3,f
39756,10045,D,Finalize the report,4,f
39757,10046,A,The client,1,f
39758,10046,B,Management,2,f
39759,10046,C,External consultants,3,f
39760,10046,D,The team,4,f
39761,10047,A,Delayed,1,f
39762,10047,B,On track,2,f
39763,10047,C,Cancelled,3,f
39764,10047,D,Behind schedule,4,f
39765,10048,A,Start over,1,f
39766,10048,B,Cancel it,2,f
39767,10048,C,Delay it,3,f
39768,10048,D,Finalize the report,4,f
39769,10049,A,The client,1,f
39770,10049,B,Management,2,f
39771,10049,C,External consultants,3,f
39772,10049,D,The team,4,f
39773,10050,A,On track,1,f
39774,10050,B,Delayed,2,f
39775,10050,C,Cancelled,3,f
39776,10050,D,Behind schedule,4,f
39777,10051,A,Start over,1,f
39778,10051,B,Cancel it,2,f
39779,10051,C,Delay it,3,f
39780,10051,D,Finalize the report,4,f
39781,10052,A,The client,1,f
39782,10052,B,Management,2,f
39783,10052,C,External consultants,3,f
39784,10052,D,The team,4,f
39785,10053,A,On track,1,f
39786,10053,B,Delayed,2,f
39787,10053,C,Cancelled,3,f
39788,10053,D,Behind schedule,4,f
39789,10054,A,Start over,1,f
39790,10054,B,Cancel it,2,f
39791,10054,C,Delay it,3,f
39792,10054,D,Finalize the report,4,f
39793,10055,A,The team,1,f
39794,10055,B,The client,2,f
39795,10055,C,Management,3,f
39796,10055,D,External consultants,4,f
39797,10056,A,Delayed,1,f
39798,10056,B,On track,2,f
39799,10056,C,Cancelled,3,f
39800,10056,D,Behind schedule,4,f
39801,10057,A,Finalize the report,1,f
39802,10057,B,Start over,2,f
39803,10057,C,Cancel it,3,f
39804,10057,D,Delay it,4,f
39805,10058,A,The team,1,f
39806,10058,B,The client,2,f
39807,10058,C,Management,3,f
39808,10058,D,External consultants,4,f
39809,10059,A,Delayed,1,f
39810,10059,B,On track,2,f
39811,10059,C,Cancelled,3,f
39812,10059,D,Behind schedule,4,f
39813,10060,A,Start over,1,f
39814,10060,B,Cancel it,2,f
39815,10060,C,Delay it,3,f
39816,10060,D,Finalize the report,4,f
39817,10061,A,The client,1,f
39818,10061,B,Management,2,f
39819,10061,C,The team,3,f
39820,10061,D,External consultants,4,f
39821,10062,A,Delayed,1,f
39822,10062,B,On track,2,f
39823,10062,C,Cancelled,3,f
39824,10062,D,Behind schedule,4,f
39825,10063,A,Start over,1,f
39826,10063,B,Cancel it,2,f
39827,10063,C,Finalize the report,3,f
39828,10063,D,Delay it,4,f
39829,10064,A,The client,1,f
39830,10064,B,Management,2,f
39831,10064,C,The team,3,f
39832,10064,D,External consultants,4,f
39833,10065,A,Delayed,1,f
39834,10065,B,Cancelled,2,f
39835,10065,C,On track,3,f
39836,10065,D,Behind schedule,4,f
39837,10066,A,Start over,1,f
39838,10066,B,Cancel it,2,f
39839,10066,C,Delay it,3,f
39840,10066,D,Finalize the report,4,f
39841,10067,A,The client,1,f
39842,10067,B,Management,2,f
39843,10067,C,External consultants,3,f
39844,10067,D,The team,4,f
39845,10068,A,Delayed,1,f
39846,10068,B,Cancelled,2,f
39847,10068,C,Behind schedule,3,f
39848,10068,D,On track,4,f
39849,10069,A,Finalize the report,1,f
39850,10069,B,Start over,2,f
39851,10069,C,Cancel it,3,f
39852,10069,D,Delay it,4,f
39853,10070,A,The team,1,f
39854,10070,B,The client,2,f
39855,10070,C,Management,3,f
39856,10070,D,External consultants,4,f
39857,10071,A,weather alert,1,f
39858,10071,B,facility update,2,f
39859,10071,C,flight departure,3,f
39860,10071,D,service change,4,f
39861,10072,A,Gate 11,1,f
39862,10072,B,Gate 13,2,f
39863,10072,C,Gate 14,3,f
39864,10072,D,Gate 15,4,f
39865,10073,A,Proceed to gate,1,f
39866,10073,B,Wait here,2,f
39867,10073,C,Go to check-in,3,f
39868,10073,D,Contact staff,4,f
39869,10074,A,weather alert,1,f
39870,10074,B,facility update,2,f
39871,10074,C,service change,3,f
39872,10074,D,safety notice,4,f
39873,10075,A,Gate 14,1,f
39874,10075,B,Gate 12,2,f
39875,10075,C,Gate 15,3,f
39876,10075,D,Gate 16,4,f
39877,10076,A,Wait here,1,f
39878,10076,B,Proceed to gate,2,f
39879,10076,C,Go to check-in,3,f
39880,10076,D,Contact staff,4,f
39881,10077,A,service change,1,f
39882,10077,B,facility update,2,f
39883,10077,C,safety notice,3,f
39884,10077,D,flight departure,4,f
39885,10078,A,Gate 15,1,f
39886,10078,B,Gate 13,2,f
39887,10078,C,Gate 16,3,f
39888,10078,D,Gate 17,4,f
39889,10079,A,Wait here,1,f
39890,10079,B,Proceed to gate,2,f
39891,10079,C,Go to check-in,3,f
39892,10079,D,Contact staff,4,f
39893,10080,A,safety notice,1,f
39894,10080,B,flight departure,2,f
39895,10080,C,weather alert,3,f
39896,10080,D,service change,4,f
39897,10081,A,Gate 14,1,f
39898,10081,B,Gate 16,2,f
39899,10081,C,Gate 17,3,f
39900,10081,D,Gate 18,4,f
39901,10082,A,Wait here,1,f
39902,10082,B,Go to check-in,2,f
39903,10082,C,Proceed to gate,3,f
39904,10082,D,Contact staff,4,f
39905,10083,A,flight departure,1,f
39906,10083,B,weather alert,2,f
39907,10083,C,safety notice,3,f
39908,10083,D,facility update,4,f
39909,10084,A,Gate 17,1,f
39910,10084,B,Gate 18,2,f
39911,10084,C,Gate 15,3,f
39912,10084,D,Gate 19,4,f
39913,10085,A,Wait here,1,f
39914,10085,B,Go to check-in,2,f
39915,10085,C,Contact staff,3,f
39916,10085,D,Proceed to gate,4,f
39917,10086,A,weather alert,1,f
39918,10086,B,facility update,2,f
39919,10086,C,flight departure,3,f
39920,10086,D,service change,4,f
39921,10087,A,Gate 18,1,f
39922,10087,B,Gate 19,2,f
39923,10087,C,Gate 20,3,f
39924,10087,D,Gate 16,4,f
39925,10088,A,Wait here,1,f
39926,10088,B,Go to check-in,2,f
39927,10088,C,Contact staff,3,f
39928,10088,D,Proceed to gate,4,f
39929,10089,A,facility update,1,f
39930,10089,B,weather alert,2,f
39931,10089,C,service change,3,f
39932,10089,D,safety notice,4,f
39933,10090,A,Gate 19,1,f
39934,10090,B,Gate 17,2,f
39935,10090,C,Gate 20,3,f
39936,10090,D,Gate 1,4,f
39937,10091,A,Wait here,1,f
39938,10091,B,Go to check-in,2,f
39939,10091,C,Proceed to gate,3,f
39940,10091,D,Contact staff,4,f
39941,10092,A,service change,1,f
39942,10092,B,safety notice,2,f
39943,10092,C,flight departure,3,f
39944,10092,D,facility update,4,f
39945,10093,A,Gate 20,1,f
39946,10093,B,Gate 18,2,f
39947,10093,C,Gate 1,3,f
39948,10093,D,Gate 2,4,f
39949,10094,A,Wait here,1,f
39950,10094,B,Go to check-in,2,f
39951,10094,C,Proceed to gate,3,f
39952,10094,D,Contact staff,4,f
39953,10095,A,service change,1,f
39954,10095,B,safety notice,2,f
39955,10095,C,flight departure,3,f
39956,10095,D,weather alert,4,f
39957,10096,A,Gate 19,1,f
39958,10096,B,Gate 1,2,f
39959,10096,C,Gate 2,3,f
39960,10096,D,Gate 3,4,f
39961,10097,A,Wait here,1,f
39962,10097,B,Proceed to gate,2,f
39963,10097,C,Go to check-in,3,f
39964,10097,D,Contact staff,4,f
39965,10098,A,flight departure,1,f
39966,10098,B,weather alert,2,f
39967,10098,C,facility update,3,f
39968,10098,D,safety notice,4,f
39969,10099,A,Gate 20,1,f
39970,10099,B,Gate 2,2,f
39971,10099,C,Gate 3,3,f
39972,10099,D,Gate 4,4,f
39973,10100,A,Wait here,1,f
39974,10100,B,Proceed to gate,2,f
39975,10100,C,Go to check-in,3,f
39976,10100,D,Contact staff,4,f
39977,10101,A,verb tenses,1,f
39978,10101,B,articles,2,f
39979,10101,C,prepositions,3,f
39980,10101,D,pronouns,4,f
39981,10102,A,verb tenses,1,f
39982,10102,B,articles,2,f
39983,10102,C,pronouns,3,f
39984,10102,D,conjunctions,4,f
39985,10103,A,pronouns,1,f
39986,10103,B,conjunctions,2,f
39987,10103,C,prepositions,3,f
39988,10103,D,articles,4,f
39989,10104,A,pronouns,1,f
39990,10104,B,conjunctions,2,f
39991,10104,C,prepositions,3,f
39992,10104,D,verb tenses,4,f
39993,10105,A,prepositions,1,f
39994,10105,B,verb tenses,2,f
39995,10105,C,articles,3,f
39996,10105,D,conjunctions,4,f
39997,10106,A,verb tenses,1,f
39998,10106,B,prepositions,2,f
39999,10106,C,articles,3,f
40000,10106,D,pronouns,4,f
40001,10107,A,articles,1,f
40002,10107,B,verb tenses,2,f
40003,10107,C,pronouns,3,f
40004,10107,D,conjunctions,4,f
40005,10108,A,pronouns,1,f
40006,10108,B,articles,2,f
40007,10108,C,conjunctions,3,f
40008,10108,D,prepositions,4,f
40009,10109,A,conjunctions,1,f
40010,10109,B,prepositions,2,f
40011,10109,C,verb tenses,3,f
40012,10109,D,pronouns,4,f
40013,10110,A,prepositions,1,f
40014,10110,B,verb tenses,2,f
40015,10110,C,conjunctions,3,f
40016,10110,D,articles,4,f
40017,10111,A,verb tenses,1,f
40018,10111,B,prepositions,2,f
40019,10111,C,articles,3,f
40020,10111,D,pronouns,4,f
40021,10112,A,articles,1,f
40022,10112,B,pronouns,2,f
40023,10112,C,verb tenses,3,f
40024,10112,D,conjunctions,4,f
40025,10113,A,pronouns,1,f
40026,10113,B,conjunctions,2,f
40027,10113,C,prepositions,3,f
40028,10113,D,articles,4,f
40029,10114,A,pronouns,1,f
40030,10114,B,conjunctions,2,f
40031,10114,C,prepositions,3,f
40032,10114,D,verb tenses,4,f
40033,10115,A,prepositions,1,f
40034,10115,B,verb tenses,2,f
40035,10115,C,articles,3,f
40036,10115,D,conjunctions,4,f
40037,10116,A,verb tenses,1,f
40038,10116,B,prepositions,2,f
40039,10116,C,articles,3,f
40040,10116,D,pronouns,4,f
40041,10117,A,articles,1,f
40042,10117,B,pronouns,2,f
40043,10117,C,conjunctions,3,f
40044,10117,D,verb tenses,4,f
40045,10118,A,pronouns,1,f
40046,10118,B,conjunctions,2,f
40047,10118,C,prepositions,3,f
40048,10118,D,articles,4,f
40049,10119,A,conjunctions,1,f
40050,10119,B,prepositions,2,f
40051,10119,C,verb tenses,3,f
40052,10119,D,pronouns,4,f
40053,10120,A,prepositions,1,f
40054,10120,B,verb tenses,2,f
40055,10120,C,conjunctions,3,f
40056,10120,D,articles,4,f
40057,10121,A,prepositions,1,f
40058,10121,B,verb tenses,2,f
40059,10121,C,articles,3,f
40060,10121,D,pronouns,4,f
40061,10122,A,articles,1,f
40062,10122,B,verb tenses,2,f
40063,10122,C,pronouns,3,f
40064,10122,D,conjunctions,4,f
40065,10123,A,pronouns,1,f
40066,10123,B,articles,2,f
40067,10123,C,conjunctions,3,f
40068,10123,D,prepositions,4,f
40069,10124,A,conjunctions,1,f
40070,10124,B,prepositions,2,f
40071,10124,C,pronouns,3,f
40072,10124,D,verb tenses,4,f
40073,10125,A,prepositions,1,f
40074,10125,B,verb tenses,2,f
40075,10125,C,articles,3,f
40076,10125,D,conjunctions,4,f
40077,10126,A,verb tenses,1,f
40078,10126,B,prepositions,2,f
40079,10126,C,articles,3,f
40080,10126,D,pronouns,4,f
40081,10127,A,articles,1,f
40082,10127,B,pronouns,2,f
40083,10127,C,verb tenses,3,f
40084,10127,D,conjunctions,4,f
40085,10128,A,articles,1,f
40086,10128,B,pronouns,2,f
40087,10128,C,conjunctions,3,f
40088,10128,D,prepositions,4,f
40089,10129,A,pronouns,1,f
40090,10129,B,conjunctions,2,f
40091,10129,C,prepositions,3,f
40092,10129,D,verb tenses,4,f
40093,10130,A,conjunctions,1,f
40094,10130,B,prepositions,2,f
40095,10130,C,verb tenses,3,f
40096,10130,D,articles,4,f
40097,10131,A,concerns,1,f
40098,10131,B,regards,2,f
40099,10131,C,involves,3,f
40100,10131,D,discusses,4,f
40101,10132,A,ignore,1,f
40102,10132,B,delete,2,f
40103,10132,C,review,3,f
40104,10132,D,forward,4,f
40105,10133,A,reject,1,f
40106,10133,B,accept,2,f
40107,10133,C,delay,3,f
40108,10133,D,respond,4,f
40109,10134,A,immediately,1,f
40110,10134,B,accordingly,2,f
40111,10134,C,later,3,f
40112,10134,D,never,4,f
40113,10135,A,concerns,1,f
40114,10135,B,regards,2,f
40115,10135,C,involves,3,f
40116,10135,D,discusses,4,f
40117,10136,A,ignore,1,f
40118,10136,B,delete,2,f
40119,10136,C,forward,3,f
40120,10136,D,review,4,f
40121,10137,A,reject,1,f
40122,10137,B,respond,2,f
40123,10137,C,accept,3,f
40124,10137,D,delay,4,f
40125,10138,A,accordingly,1,f
40126,10138,B,immediately,2,f
40127,10138,C,later,3,f
40128,10138,D,never,4,f
40129,10139,A,regards,1,f
40130,10139,B,involves,2,f
40131,10139,C,concerns,3,f
40132,10139,D,discusses,4,f
40133,10140,A,ignore,1,f
40134,10140,B,delete,2,f
40135,10140,C,review,3,f
40136,10140,D,forward,4,f
40137,10141,A,reject,1,f
40138,10141,B,accept,2,f
40139,10141,C,delay,3,f
40140,10141,D,respond,4,f
40141,10142,A,accordingly,1,f
40142,10142,B,immediately,2,f
40143,10142,C,later,3,f
40144,10142,D,never,4,f
40145,10143,A,regards,1,f
40146,10143,B,concerns,2,f
40147,10143,C,involves,3,f
40148,10143,D,discusses,4,f
40149,10144,A,review,1,f
40150,10144,B,ignore,2,f
40151,10144,C,delete,3,f
40152,10144,D,forward,4,f
40153,10145,A,reject,1,f
40154,10145,B,accept,2,f
40155,10145,C,delay,3,f
40156,10145,D,respond,4,f
40157,10146,A,immediately,1,f
40158,10146,B,later,2,f
40159,10146,C,never,3,f
40160,10146,D,accordingly,4,f
40161,10147,A,The project,1,f
40162,10147,B,The regarding the project deadline,2,f
40163,10147,C,The meeting,3,f
40164,10147,D,The budget,4,f
40165,10148,A,Management,1,f
40166,10148,B,HR,2,f
40167,10148,C,Company Name,3,f
40168,10148,D,IT,4,f
40169,10149,A,Ignore it,1,f
40170,10149,B,Delete it,2,f
40171,10149,C,Read carefully,3,f
40172,10149,D,Forward it,4,f
40173,10150,A,The regarding the project deadline,1,f
40174,10150,B,The project,2,f
40175,10150,C,The meeting,3,f
40176,10150,D,The budget,4,f
40177,10151,A,The about the client meeting,1,f
40178,10151,B,The project,2,f
40179,10151,C,The meeting,3,f
40180,10151,D,The budget,4,f
40181,10152,A,Management,1,f
40182,10152,B,HR,2,f
40183,10152,C,Company Name,3,f
40184,10152,D,IT,4,f
40185,10153,A,Ignore it,1,f
40186,10153,B,Read carefully,2,f
40187,10153,C,Delete it,3,f
40188,10153,D,Forward it,4,f
40189,10154,A,The project,1,f
40190,10154,B,The meeting,2,f
40191,10154,C,The budget,3,f
40192,10154,D,The concerning the budget approval,4,f
40193,10155,A,Management,1,f
40194,10155,B,Company Name,2,f
40195,10155,C,HR,3,f
40196,10155,D,IT,4,f
40197,10156,A,Read carefully,1,f
40198,10156,B,Ignore it,2,f
40199,10156,C,Delete it,3,f
40200,10156,D,Forward it,4,f
40201,10157,A,The project,1,f
40202,10157,B,The concerning the budget approval,2,f
40203,10157,C,The meeting,3,f
40204,10157,D,The budget,4,f
40205,10158,A,The project,1,f
40206,10158,B,The regarding the schedule change,2,f
40207,10158,C,The meeting,3,f
40208,10158,D,The budget,4,f
40209,10159,A,Company Name,1,f
40210,10159,B,Management,2,f
40211,10159,C,HR,3,f
40212,10159,D,IT,4,f
40213,10160,A,Read carefully,1,f
40214,10160,B,Ignore it,2,f
40215,10160,C,Delete it,3,f
40216,10160,D,Forward it,4,f
40217,10161,A,The about the contract renewal,1,f
40218,10161,B,The project,2,f
40219,10161,C,The meeting,3,f
40220,10161,D,The budget,4,f
40221,10162,A,Management,1,f
40222,10162,B,HR,2,f
40223,10162,C,IT,3,f
40224,10162,D,Company Name,4,f
40225,10163,A,Read carefully,1,f
40226,10163,B,Ignore it,2,f
40227,10163,C,Delete it,3,f
40228,10163,D,Forward it,4,f
40229,10164,A,The project,1,f
40230,10164,B,The meeting,2,f
40231,10164,C,The budget,3,f
40232,10164,D,The about the contract renewal,4,f
40233,10165,A,The project,1,f
40234,10165,B,The regarding the product launch,2,f
40235,10165,C,The meeting,3,f
40236,10165,D,The budget,4,f
40237,10166,A,Management,1,f
40238,10166,B,HR,2,f
40239,10166,C,IT,3,f
40240,10166,D,Company Name,4,f
40241,10167,A,Ignore it,1,f
40242,10167,B,Read carefully,2,f
40243,10167,C,Delete it,3,f
40244,10167,D,Forward it,4,f
40245,10168,A,The project,1,f
40246,10168,B,The meeting,2,f
40247,10168,C,The about the team training,3,f
40248,10168,D,The budget,4,f
40249,10169,A,Management,1,f
40250,10169,B,Company Name,2,f
40251,10169,C,HR,3,f
40252,10169,D,IT,4,f
40253,10170,A,Ignore it,1,f
40254,10170,B,Delete it,2,f
40255,10170,C,Read carefully,3,f
40256,10170,D,Forward it,4,f
40257,10171,A,The project,1,f
40258,10171,B,The about the team training,2,f
40259,10171,C,The meeting,3,f
40260,10171,D,The budget,4,f
40261,10172,A,The project,1,f
40262,10172,B,The concerning the security update,2,f
40263,10172,C,The meeting,3,f
40264,10172,D,The budget,4,f
40265,10173,A,Management,1,f
40266,10173,B,HR,2,f
40267,10173,C,IT,3,f
40268,10173,D,Company Name,4,f
40269,10174,A,Ignore it,1,f
40270,10174,B,Delete it,2,f
40271,10174,C,Forward it,3,f
40272,10174,D,Read carefully,4,f
40273,10175,A,The project,1,f
40274,10175,B,The regarding the system upgrade,2,f
40275,10175,C,The meeting,3,f
40276,10175,D,The budget,4,f
40277,10176,A,Management,1,f
40278,10176,B,HR,2,f
40279,10176,C,IT,3,f
40280,10176,D,Company Name,4,f
40281,10177,A,Ignore it,1,f
40282,10177,B,Read carefully,2,f
40283,10177,C,Delete it,3,f
40284,10177,D,Forward it,4,f
40285,10178,A,The project,1,f
40286,10178,B,The meeting,2,f
40287,10178,C,The regarding the system upgrade,3,f
40288,10178,D,The budget,4,f
40289,10179,A,The project,1,f
40290,10179,B,The meeting,2,f
40291,10179,C,The budget,3,f
40292,10179,D,The about the policy change,4,f
40293,10180,A,Management,1,f
40294,10180,B,HR,2,f
40295,10180,C,IT,3,f
40296,10180,D,Company Name,4,f
40297,10181,A,Ignore it,1,f
40298,10181,B,Delete it,2,f
40299,10181,C,Read carefully,3,f
40300,10181,D,Forward it,4,f
40301,10182,A,The project,1,f
40302,10182,B,The meeting,2,f
40303,10182,C,The budget,3,f
40304,10182,D,The regarding the office relocation,4,f
40305,10183,A,Management,1,f
40306,10183,B,HR,2,f
40307,10183,C,Company Name,3,f
40308,10183,D,IT,4,f
40309,10184,A,Read carefully,1,f
40310,10184,B,Ignore it,2,f
40311,10184,C,Delete it,3,f
40312,10184,D,Forward it,4,f
40313,10185,A,The project,1,f
40314,10185,B,The meeting,2,f
40315,10185,C,The budget,3,f
40316,10185,D,The regarding the office relocation,4,f
40317,10186,A,The project,1,f
40318,10186,B,The about the holiday schedule,2,f
40319,10186,C,The meeting,3,f
40320,10186,D,The budget,4,f
40321,10187,A,Management,1,f
40322,10187,B,HR,2,f
40323,10187,C,IT,3,f
40324,10187,D,Company Name,4,f
40325,10188,A,Ignore it,1,f
40326,10188,B,Delete it,2,f
40327,10188,C,Forward it,3,f
40328,10188,D,Read carefully,4,f
40329,10189,A,The project,1,f
40330,10189,B,The meeting,2,f
40331,10189,C,The concerning the salary review,3,f
40332,10189,D,The budget,4,f
40333,10190,A,Management,1,f
40334,10190,B,Company Name,2,f
40335,10190,C,HR,3,f
40336,10190,D,IT,4,f
40337,10191,A,Ignore it,1,f
40338,10191,B,Delete it,2,f
40339,10191,C,Read carefully,3,f
40340,10191,D,Forward it,4,f
40341,10192,A,The project,1,f
40342,10192,B,The concerning the salary review,2,f
40343,10192,C,The meeting,3,f
40344,10192,D,The budget,4,f
40345,10193,A,The regarding the new procedure,1,f
40346,10193,B,The project,2,f
40347,10193,C,The meeting,3,f
40348,10193,D,The budget,4,f
40349,10194,A,Management,1,f
40350,10194,B,Company Name,2,f
40351,10194,C,HR,3,f
40352,10194,D,IT,4,f
40353,10195,A,Ignore it,1,f
40354,10195,B,Delete it,2,f
40355,10195,C,Read carefully,3,f
40356,10195,D,Forward it,4,f
40357,10196,A,The regarding the new procedure,1,f
40358,10196,B,The project,2,f
40359,10196,C,The meeting,3,f
40360,10196,D,The budget,4,f
40361,10197,A,The project,1,f
40362,10197,B,The about the equipment order,2,f
40363,10197,C,The meeting,3,f
40364,10197,D,The budget,4,f
40365,10198,A,Management,1,f
40366,10198,B,HR,2,f
40367,10198,C,Company Name,3,f
40368,10198,D,IT,4,f
40369,10199,A,Ignore it,1,f
40370,10199,B,Read carefully,2,f
40371,10199,C,Delete it,3,f
40372,10199,D,Forward it,4,f
40373,10200,A,The project,1,f
40374,10200,B,The about the equipment order,2,f
40375,10200,C,The meeting,3,f
40376,10200,D,The budget,4,f
40377,10201,A,The person is building partnerships.,1,f
40378,10201,B,The person is creating global alliances.,2,f
40379,10201,C,The person is developing international relationships.,3,f
40380,10202,A,The person is volunteering globally.,1,f
40381,10202,B,The person is supporting international communities.,2,f
40382,10202,D,The person is participating in service.,4,f
40383,10203,A,The person is promoting global diversity.,1,f
40384,10203,B,The person is ensuring international inclusion.,2,f
40385,10203,D,The person is developing strategies.,4,f
40386,10204,A,The person is managing programs.,1,f
40387,10204,B,The person is promoting global culture.,2,f
40388,10204,C,The person is supporting international diversity.,3,f
40389,10205,A,The person is teaching global culture.,1,f
40390,10205,B,The person is promoting international understanding.,2,f
40391,10205,D,The person is conducting training.,4,f
40392,10206,A,The person is developing global programs.,1,f
40393,10206,B,The person is promoting international diversity.,2,f
40394,10206,C,The person is creating initiatives.,3,f
40395,10207,A,Wait until Monday,1,f
40396,10207,B,Ask for extension,2,f
40397,10207,C,Cancel project,3,f
40398,10207,D,Submit by Friday,4,f
40399,10208,A,2 hours,1,f
40400,10208,B,45 minutes,2,f
40401,10208,C,All day,3,f
40402,10208,D,10 minutes,4,f
40403,10209,A,Out of stock,1,f
40404,10209,B,50 in stock,2,f
40405,10209,C,Pre-order only,3,f
40406,10209,D,Limited quantity,4,f
40407,10210,A,Free,1,f
40408,10210,B,$500 per year,2,f
40409,10210,C,Pay per use,3,f
40410,10210,D,$150 per month,4,f
