id,group_id,question_number,question_text,correct_answer,explanation,display_order
9806,5053,6,,C,A woman is managing global environmental compliance currently,1
9807,5054,13,What should I do about the deadline?,B,Submit by Friday,1
9808,5055,14,How long will the meeting take?,D,45 minutes,1
9809,5056,15,Is the product available?,B,50 in stock,1
9810,5057,16,What's the cost of service?,B,$150 per month,1
9811,5058,17,Can you help with this task?,D,"Yes, immediately",1
9812,5059,18,When should I arrive for the interview?,C,15 minutes early,1
9813,5060,19,Do you have the report ready?,C,On your desk,1
9814,5061,20,How many people will attend?,D,25 participants,1
9815,5062,21,Where should I park my car?,D,Visitor lot,1
9816,5063,22,What's the dress code?,C,Business casual,1
9817,5064,23,Should I bring my laptop?,C,"Yes, for presentation",1
9818,5065,24,How do I access the building?,D,Main entrance with ID,1
9819,5066,25,What time does the store close?,A,9 PM weekdays,1
9820,5067,26,Is there a discount available?,D,10% off members,1
9821,5068,27,Can I reschedule the appointment?,B,"Yes, call to reschedule",1
9822,5069,28,What's included in the package?,A,Full service with support,1
9823,5070,29,How do I contact customer service?,C,Call 1-800-555-1234,1
9824,5071,30,Is the warranty still valid?,B,2 years remaining,1
9825,5072,31,What payment methods do you accept?,B,Credit cards and cash,1
9826,5073,32,Can I get a refund?,A,Within 30 days,1
9827,5074,33,How long is the warranty period?,D,One year from purchase,1
9828,5075,34,Do you offer installation service?,A,Free installation,1
9829,5076,35,Is the product eco-friendly?,B,Made from recycled materials,1
9830,5077,36,Can I track my order?,C,Online tracking available,1
9831,5078,37,What's the delivery time?,A,3-5 business days,1
9832,5079,32,What is the status of product launch 624?,A,On track,1
9833,5079,33,What needs to be done for product launch 624?,B,Finalize the report,2
9834,5079,34,Who is working on product launch 624?,D,The team,3
9835,5080,35,What is the status of project deadline 625?,D,On track,1
9836,5080,36,What needs to be done for project deadline 625?,D,Finalize the report,2
9837,5080,37,Who is working on project deadline 625?,D,The team,3
9838,5081,38,What is the status of client meeting 626?,C,On track,1
9839,5081,39,What needs to be done for client meeting 626?,A,Finalize the report,2
9840,5081,40,Who is working on client meeting 626?,B,The team,3
9841,5082,41,What is the status of team collaboration 627?,C,On track,1
9842,5082,42,What needs to be done for team collaboration 627?,B,Finalize the report,2
9843,5082,43,Who is working on team collaboration 627?,C,The team,3
9844,5083,44,What is the status of budget approval 628?,C,On track,1
9845,5083,45,What needs to be done for budget approval 628?,C,Finalize the report,2
9846,5083,46,Who is working on budget approval 628?,B,The team,3
9847,5084,47,What is the status of product launch 629?,A,On track,1
9848,5084,48,What needs to be done for product launch 629?,D,Finalize the report,2
9849,5084,49,Who is working on product launch 629?,A,The team,3
9850,5085,50,What is the status of project deadline 630?,C,On track,1
9851,5085,51,What needs to be done for project deadline 630?,D,Finalize the report,2
9852,5085,52,Who is working on project deadline 630?,C,The team,3
9853,5086,53,What is the status of client meeting 631?,B,On track,1
9854,5086,54,What needs to be done for client meeting 631?,C,Finalize the report,2
9855,5086,55,Who is working on client meeting 631?,D,The team,3
9856,5087,56,What is the status of team collaboration 632?,D,On track,1
9857,5087,57,What needs to be done for team collaboration 632?,C,Finalize the report,2
9858,5087,58,Who is working on team collaboration 632?,A,The team,3
9859,5088,59,What is the status of budget approval 633?,C,On track,1
9860,5088,60,What needs to be done for budget approval 633?,B,Finalize the report,2
9861,5088,61,Who is working on budget approval 633?,C,The team,3
9862,5089,62,What is the status of product launch 634?,C,On track,1
9863,5089,63,What needs to be done for product launch 634?,B,Finalize the report,2
9864,5089,64,Who is working on product launch 634?,B,The team,3
9865,5090,65,What is the status of project deadline 635?,C,On track,1
9866,5090,66,What needs to be done for project deadline 635?,D,Finalize the report,2
9867,5090,67,Who is working on project deadline 635?,C,The team,3
9868,5091,68,What is the status of client meeting 636?,D,On track,1
9869,5091,69,What needs to be done for client meeting 636?,B,Finalize the report,2
9870,5091,70,Who is working on client meeting 636?,D,The team,3
9871,5092,71,What type of announcement 480?,A,flight departure,1
9872,5092,72,Which gate for flight 480?,B,Gate 1,2
9873,5092,73,What should passengers do 480?,D,Proceed to gate,3
9874,5093,74,What type of announcement 481?,A,weather alert,1
9875,5093,75,Which gate for flight 481?,B,Gate 2,2
9876,5093,76,What should passengers do 481?,B,Proceed to gate,3
9877,5094,77,What type of announcement 482?,D,facility update,1
9878,5094,78,Which gate for flight 482?,B,Gate 3,2
9879,5094,79,What should passengers do 482?,B,Proceed to gate,3
9880,5095,80,What type of announcement 483?,A,service change,1
9881,5095,81,Which gate for flight 483?,D,Gate 4,2
9882,5095,82,What should passengers do 483?,D,Proceed to gate,3
9883,5096,83,What type of announcement 484?,B,safety notice,1
9884,5096,84,Which gate for flight 484?,B,Gate 5,2
9885,5096,85,What should passengers do 484?,B,Proceed to gate,3
9886,5097,86,What type of announcement 485?,D,flight departure,1
9887,5097,87,Which gate for flight 485?,D,Gate 6,2
9888,5097,88,What should passengers do 485?,C,Proceed to gate,3
9889,5098,89,What type of announcement 486?,A,weather alert,1
9890,5098,90,Which gate for flight 486?,C,Gate 7,2
9891,5098,91,What should passengers do 486?,D,Proceed to gate,3
9892,5099,92,What type of announcement 487?,A,facility update,1
9893,5099,93,Which gate for flight 487?,C,Gate 8,2
9894,5099,94,What should passengers do 487?,C,Proceed to gate,3
9895,5100,95,What type of announcement 488?,B,service change,1
9896,5100,96,Which gate for flight 488?,D,Gate 9,2
9897,5100,97,What should passengers do 488?,C,Proceed to gate,3
9898,5101,98,What type of announcement 489?,C,safety notice,1
9899,5101,99,Which gate for flight 489?,B,Gate 10,2
9900,5101,100,What should passengers do 489?,C,Proceed to gate,3
9901,5102,101,The business meeting 1440 requires proper prepositions usage.,B,prepositions,1
9902,5103,102,The project timeline 1441 requires proper verb tenses usage.,D,verb tenses,1
9903,5104,103,The team collaboration 1442 requires proper articles usage.,A,articles,1
9904,5105,104,The budget allocation 1443 requires proper pronouns usage.,B,pronouns,1
9905,5106,105,The resource management 1444 requires proper conjunctions usage.,D,conjunctions,1
9906,5107,106,The business meeting 1445 requires proper prepositions usage.,A,prepositions,1
9907,5108,107,The project timeline 1446 requires proper verb tenses usage.,C,verb tenses,1
9908,5109,108,The team collaboration 1447 requires proper articles usage.,C,articles,1
9909,5110,109,The budget allocation 1448 requires proper pronouns usage.,A,pronouns,1
9910,5111,110,The resource management 1449 requires proper conjunctions usage.,D,conjunctions,1
9911,5112,111,The business meeting 1450 requires proper prepositions usage.,D,prepositions,1
9912,5113,112,The project timeline 1451 requires proper verb tenses usage.,B,verb tenses,1
9913,5114,113,The team collaboration 1452 requires proper articles usage.,A,articles,1
9914,5115,114,The budget allocation 1453 requires proper pronouns usage.,B,pronouns,1
9915,5116,115,The resource management 1454 requires proper conjunctions usage.,B,conjunctions,1
9916,5117,116,The business meeting 1455 requires proper prepositions usage.,C,prepositions,1
9917,5118,117,The project timeline 1456 requires proper verb tenses usage.,D,verb tenses,1
9918,5119,118,The team collaboration 1457 requires proper articles usage.,C,articles,1
9919,5120,119,The budget allocation 1458 requires proper pronouns usage.,C,pronouns,1
9920,5121,120,The resource management 1459 requires proper conjunctions usage.,A,conjunctions,1
9921,5122,121,The business meeting 1460 requires proper prepositions usage.,D,prepositions,1
9922,5123,122,The project timeline 1461 requires proper verb tenses usage.,C,verb tenses,1
9923,5124,123,The team collaboration 1462 requires proper articles usage.,D,articles,1
9924,5125,124,The budget allocation 1463 requires proper pronouns usage.,B,pronouns,1
9925,5126,125,The resource management 1464 requires proper conjunctions usage.,C,conjunctions,1
9926,5127,126,The business meeting 1465 requires proper prepositions usage.,A,prepositions,1
9927,5128,127,The project timeline 1466 requires proper verb tenses usage.,B,verb tenses,1
9928,5129,128,The team collaboration 1467 requires proper articles usage.,D,articles,1
9929,5130,129,The budget allocation 1468 requires proper pronouns usage.,C,pronouns,1
9930,5131,130,The resource management 1469 requires proper conjunctions usage.,C,conjunctions,1
9931,5132,131,Blank 1 in email 192,C,concerns,1
9932,5132,132,Blank 2 in email 192,A,review,2
9933,5132,133,Blank 3 in email 192,B,respond,3
9934,5132,134,Blank 4 in email 192,D,accordingly,4
9935,5133,135,Blank 1 in memo 193,B,concerns,1
9936,5133,136,Blank 2 in memo 193,A,review,2
9937,5133,137,Blank 3 in memo 193,A,respond,3
9938,5133,138,Blank 4 in memo 193,B,accordingly,4
9939,5134,139,Blank 1 in notice 194,A,concerns,1
9940,5134,140,Blank 2 in notice 194,D,review,2
9941,5134,141,Blank 3 in notice 194,C,respond,3
9942,5134,142,Blank 4 in notice 194,D,accordingly,4
9943,5135,143,Blank 1 in training 195,C,concerns,1
9944,5135,144,Blank 2 in training 195,A,review,2
9945,5135,145,Blank 3 in training 195,C,respond,3
9946,5135,146,Blank 4 in training 195,C,accordingly,4
9947,5136,147,What is this email about?,B,The regarding the project deadline,1
9948,5136,148,Who sent this email?,B,Company Name,2
9949,5136,149,What should the reader do?,D,Read carefully,3
9950,5136,150,What is this email about?,B,The regarding the project deadline,4
9951,5137,151,What is this notice about?,B,The about the client meeting,1
9952,5137,152,Who sent this notice?,C,Company Name,2
9953,5137,153,What should the reader do?,B,Read carefully,3
9954,5138,154,What is this advertisement about?,A,The concerning the budget approval,1
9955,5138,155,Who sent this advertisement?,C,Company Name,2
9956,5138,156,What should the reader do?,B,Read carefully,3
9957,5138,157,What is this advertisement about?,C,The concerning the budget approval,4
9958,5139,158,What is this schedule about?,B,The regarding the schedule change,1
9959,5139,159,Who sent this schedule?,C,Company Name,2
9960,5139,160,What should the reader do?,A,Read carefully,3
9961,5140,161,What is this invoice about?,B,The about the contract renewal,1
9962,5140,162,Who sent this invoice?,A,Company Name,2
9963,5140,163,What should the reader do?,D,Read carefully,3
9964,5140,164,What is this invoice about?,C,The about the contract renewal,4
9965,5141,165,What is this email about?,D,The regarding the product launch,1
9966,5141,166,Who sent this email?,C,Company Name,2
9967,5141,167,What should the reader do?,A,Read carefully,3
9968,5142,168,What is this notice about?,D,The about the team training,1
9969,5142,169,Who sent this notice?,C,Company Name,2
9970,5142,170,What should the reader do?,D,Read carefully,3
9971,5142,171,What is this notice about?,B,The about the team training,4
9972,5143,172,What is this advertisement about?,D,The concerning the security update,1
9973,5143,173,Who sent this advertisement?,B,Company Name,2
9974,5143,174,What should the reader do?,A,Read carefully,3
9975,5144,175,What is this schedule about?,B,The regarding the system upgrade,1
9976,5144,176,Who sent this schedule?,B,Company Name,2
9977,5144,177,What should the reader do?,A,Read carefully,3
9978,5144,178,What is this schedule about?,B,The regarding the system upgrade,4
9979,5145,179,What is this invoice about?,C,The about the policy change,1
9980,5145,180,Who sent this invoice?,A,Company Name,2
9981,5145,181,What should the reader do?,D,Read carefully,3
9982,5146,182,What is this email about?,B,The regarding the office relocation,1
9983,5146,183,Who sent this email?,D,Company Name,2
9984,5146,184,What should the reader do?,A,Read carefully,3
9985,5146,185,What is this email about?,B,The regarding the office relocation,4
9986,5147,186,What is this notice about?,B,The about the holiday schedule,1
9987,5147,187,Who sent this notice?,D,Company Name,2
9988,5147,188,What should the reader do?,B,Read carefully,3
9989,5148,189,What is this advertisement about?,A,The concerning the salary review,1
9990,5148,190,Who sent this advertisement?,D,Company Name,2
9991,5148,191,What should the reader do?,A,Read carefully,3
9992,5148,192,What is this advertisement about?,A,The concerning the salary review,4
9993,5149,193,What is this schedule about?,C,The regarding the new procedure,1
9994,5149,194,Who sent this schedule?,B,Company Name,2
9995,5149,195,What should the reader do?,C,Read carefully,3
9996,5149,196,What is this schedule about?,D,The regarding the new procedure,4
9997,5150,197,What is this invoice about?,D,The about the equipment order,1
9998,5150,198,Who sent this invoice?,C,Company Name,2
9999,5150,199,What should the reader do?,A,Read carefully,3
10000,5150,200,What is this invoice about?,D,The about the equipment order,4
10001,5151,1,,D,A man is conducting international environmental audits,1
10002,5152,2,,A,Two environmental specialists are implementing global green programs with colleagues,1
10003,5153,3,,C,Several employees are participating in international environmental projects nearby,1
10004,5154,4,,D,A team is developing global social responsibility programs in the background,1
10005,5155,5,,A,A woman is managing international community relations currently,1
10006,5156,6,,D,A man is coordinating international volunteer programs,1
10007,5157,13,What should I do about the deadline?,B,Submit by Friday,1
10008,5158,14,How long will the meeting take?,D,45 minutes,1
10009,5159,15,Is the product available?,B,50 in stock,1
10010,5160,16,What's the cost of service?,C,$150 per month,1
10011,5161,17,Can you help with this task?,C,"Yes, immediately",1
10012,5162,18,When should I arrive for the interview?,D,15 minutes early,1
10013,5163,19,Do you have the report ready?,B,On your desk,1
10014,5164,20,How many people will attend?,D,25 participants,1
10015,5165,21,Where should I park my car?,A,Visitor lot,1
10016,5166,22,What's the dress code?,B,Business casual,1
10017,5167,23,Should I bring my laptop?,B,"Yes, for presentation",1
10018,5168,24,How do I access the building?,C,Main entrance with ID,1
10019,5169,25,What time does the store close?,C,9 PM weekdays,1
10020,5170,26,Is there a discount available?,D,10% off members,1
10021,5171,27,Can I reschedule the appointment?,A,"Yes, call to reschedule",1
10022,5172,28,What's included in the package?,A,Full service with support,1
10023,5173,29,How do I contact customer service?,D,Call 1-800-555-1234,1
10024,5174,30,Is the warranty still valid?,A,2 years remaining,1
10025,5175,31,What payment methods do you accept?,C,Credit cards and cash,1
10026,5176,32,Can I get a refund?,D,Within 30 days,1
10027,5177,33,How long is the warranty period?,D,One year from purchase,1
10028,5178,34,Do you offer installation service?,D,Free installation,1
10029,5179,35,Is the product eco-friendly?,B,Made from recycled materials,1
10030,5180,36,Can I track my order?,A,Online tracking available,1
10031,5181,37,What's the delivery time?,C,3-5 business days,1
10032,5182,32,What is the status of team collaboration 637?,A,On track,1
10033,5182,33,What needs to be done for team collaboration 637?,C,Finalize the report,2
10034,5182,34,Who is working on team collaboration 637?,B,The team,3
10035,5183,35,What is the status of budget approval 638?,B,On track,1
10036,5183,36,What needs to be done for budget approval 638?,C,Finalize the report,2
10037,5183,37,Who is working on budget approval 638?,D,The team,3
10038,5184,38,What is the status of product launch 639?,D,On track,1
10039,5184,39,What needs to be done for product launch 639?,D,Finalize the report,2
10040,5184,40,Who is working on product launch 639?,C,The team,3
10041,5185,41,What is the status of project deadline 640?,B,On track,1
10042,5185,42,What needs to be done for project deadline 640?,D,Finalize the report,2
10043,5185,43,Who is working on project deadline 640?,D,The team,3
10044,5186,44,What is the status of client meeting 641?,C,On track,1
10045,5186,45,What needs to be done for client meeting 641?,D,Finalize the report,2
10046,5186,46,Who is working on client meeting 641?,D,The team,3
10047,5187,47,What is the status of team collaboration 642?,B,On track,1
10048,5187,48,What needs to be done for team collaboration 642?,D,Finalize the report,2
10049,5187,49,Who is working on team collaboration 642?,D,The team,3
10050,5188,50,What is the status of budget approval 643?,A,On track,1
10051,5188,51,What needs to be done for budget approval 643?,D,Finalize the report,2
10052,5188,52,Who is working on budget approval 643?,D,The team,3
10053,5189,53,What is the status of product launch 644?,A,On track,1
10054,5189,54,What needs to be done for product launch 644?,D,Finalize the report,2
10055,5189,55,Who is working on product launch 644?,A,The team,3
10056,5190,56,What is the status of project deadline 645?,B,On track,1
10057,5190,57,What needs to be done for project deadline 645?,A,Finalize the report,2
10058,5190,58,Who is working on project deadline 645?,A,The team,3
10059,5191,59,What is the status of client meeting 646?,B,On track,1
10060,5191,60,What needs to be done for client meeting 646?,D,Finalize the report,2
10061,5191,61,Who is working on client meeting 646?,C,The team,3
10062,5192,62,What is the status of team collaboration 647?,B,On track,1
10063,5192,63,What needs to be done for team collaboration 647?,C,Finalize the report,2
10064,5192,64,Who is working on team collaboration 647?,C,The team,3
10065,5193,65,What is the status of budget approval 648?,C,On track,1
10066,5193,66,What needs to be done for budget approval 648?,D,Finalize the report,2
10067,5193,67,Who is working on budget approval 648?,D,The team,3
10068,5194,68,What is the status of product launch 649?,D,On track,1
10069,5194,69,What needs to be done for product launch 649?,A,Finalize the report,2
10070,5194,70,Who is working on product launch 649?,A,The team,3
10071,5195,71,What type of announcement 490?,C,flight departure,1
10072,5195,72,Which gate for flight 490?,A,Gate 11,2
10073,5195,73,What should passengers do 490?,A,Proceed to gate,3
10074,5196,74,What type of announcement 491?,A,weather alert,1
10075,5196,75,Which gate for flight 491?,B,Gate 12,2
10076,5196,76,What should passengers do 491?,B,Proceed to gate,3
10077,5197,77,What type of announcement 492?,B,facility update,1
10078,5197,78,Which gate for flight 492?,B,Gate 13,2
10079,5197,79,What should passengers do 492?,B,Proceed to gate,3
10080,5198,80,What type of announcement 493?,D,service change,1
10081,5198,81,Which gate for flight 493?,A,Gate 14,2
10082,5198,82,What should passengers do 493?,C,Proceed to gate,3
10083,5199,83,What type of announcement 494?,C,safety notice,1
10084,5199,84,Which gate for flight 494?,C,Gate 15,2
10085,5199,85,What should passengers do 494?,D,Proceed to gate,3
10086,5200,86,What type of announcement 495?,C,flight departure,1
10087,5200,87,Which gate for flight 495?,D,Gate 16,2
10088,5200,88,What should passengers do 495?,D,Proceed to gate,3
10089,5201,89,What type of announcement 496?,B,weather alert,1
10090,5201,90,Which gate for flight 496?,B,Gate 17,2
10091,5201,91,What should passengers do 496?,C,Proceed to gate,3
10092,5202,92,What type of announcement 497?,D,facility update,1
10093,5202,93,Which gate for flight 497?,B,Gate 18,2
10094,5202,94,What should passengers do 497?,C,Proceed to gate,3
10095,5203,95,What type of announcement 498?,A,service change,1
10096,5203,96,Which gate for flight 498?,A,Gate 19,2
10097,5203,97,What should passengers do 498?,B,Proceed to gate,3
10098,5204,98,What type of announcement 499?,D,safety notice,1
10099,5204,99,Which gate for flight 499?,A,Gate 20,2
10100,5204,100,What should passengers do 499?,B,Proceed to gate,3
10101,5205,101,The business meeting 1470 requires proper prepositions usage.,C,prepositions,1
10102,5206,102,The project timeline 1471 requires proper verb tenses usage.,A,verb tenses,1
10103,5207,103,The team collaboration 1472 requires proper articles usage.,D,articles,1
10104,5208,104,The budget allocation 1473 requires proper pronouns usage.,A,pronouns,1
10105,5209,105,The resource management 1474 requires proper conjunctions usage.,D,conjunctions,1
10106,5210,106,The business meeting 1475 requires proper prepositions usage.,B,prepositions,1
10107,5211,107,The project timeline 1476 requires proper verb tenses usage.,B,verb tenses,1
10108,5212,108,The team collaboration 1477 requires proper articles usage.,B,articles,1
10109,5213,109,The budget allocation 1478 requires proper pronouns usage.,D,pronouns,1
10110,5214,110,The resource management 1479 requires proper conjunctions usage.,C,conjunctions,1
10111,5215,111,The business meeting 1480 requires proper prepositions usage.,B,prepositions,1
10112,5216,112,The project timeline 1481 requires proper verb tenses usage.,C,verb tenses,1
10113,5217,113,The team collaboration 1482 requires proper articles usage.,D,articles,1
10114,5218,114,The budget allocation 1483 requires proper pronouns usage.,A,pronouns,1
10115,5219,115,The resource management 1484 requires proper conjunctions usage.,D,conjunctions,1
10116,5220,116,The business meeting 1485 requires proper prepositions usage.,B,prepositions,1
10117,5221,117,The project timeline 1486 requires proper verb tenses usage.,D,verb tenses,1
10118,5222,118,The team collaboration 1487 requires proper articles usage.,D,articles,1
10119,5223,119,The budget allocation 1488 requires proper pronouns usage.,D,pronouns,1
10120,5224,120,The resource management 1489 requires proper conjunctions usage.,C,conjunctions,1
10121,5225,121,The business meeting 1490 requires proper prepositions usage.,A,prepositions,1
10122,5226,122,The project timeline 1491 requires proper verb tenses usage.,B,verb tenses,1
10123,5227,123,The team collaboration 1492 requires proper articles usage.,B,articles,1
10124,5228,124,The budget allocation 1493 requires proper pronouns usage.,C,pronouns,1
10125,5229,125,The resource management 1494 requires proper conjunctions usage.,D,conjunctions,1
10126,5230,126,The business meeting 1495 requires proper prepositions usage.,B,prepositions,1
10127,5231,127,The project timeline 1496 requires proper verb tenses usage.,C,verb tenses,1
10128,5232,128,The team collaboration 1497 requires proper articles usage.,A,articles,1
10129,5233,129,The budget allocation 1498 requires proper pronouns usage.,A,pronouns,1
10130,5234,130,The resource management 1499 requires proper conjunctions usage.,A,conjunctions,1
10131,5235,131,Blank 1 in email 196,A,concerns,1
10132,5235,132,Blank 2 in email 196,C,review,2
10133,5235,133,Blank 3 in email 196,D,respond,3
10134,5235,134,Blank 4 in email 196,B,accordingly,4
10135,5236,135,Blank 1 in memo 197,A,concerns,1
10136,5236,136,Blank 2 in memo 197,D,review,2
10137,5236,137,Blank 3 in memo 197,B,respond,3
10138,5236,138,Blank 4 in memo 197,A,accordingly,4
10139,5237,139,Blank 1 in notice 198,C,concerns,1
10140,5237,140,Blank 2 in notice 198,C,review,2
10141,5237,141,Blank 3 in notice 198,D,respond,3
10142,5237,142,Blank 4 in notice 198,A,accordingly,4
10143,5238,143,Blank 1 in training 199,B,concerns,1
10144,5238,144,Blank 2 in training 199,A,review,2
10145,5238,145,Blank 3 in training 199,D,respond,3
10146,5238,146,Blank 4 in training 199,D,accordingly,4
10147,5239,147,What is this email about?,B,The regarding the project deadline,1
10148,5239,148,Who sent this email?,C,Company Name,2
10149,5239,149,What should the reader do?,C,Read carefully,3
10150,5239,150,What is this email about?,A,The regarding the project deadline,4
10151,5240,151,What is this notice about?,A,The about the client meeting,1
10152,5240,152,Who sent this notice?,C,Company Name,2
10153,5240,153,What should the reader do?,B,Read carefully,3
10154,5241,154,What is this advertisement about?,D,The concerning the budget approval,1
10155,5241,155,Who sent this advertisement?,B,Company Name,2
10156,5241,156,What should the reader do?,A,Read carefully,3
10157,5241,157,What is this advertisement about?,B,The concerning the budget approval,4
10158,5242,158,What is this schedule about?,B,The regarding the schedule change,1
10159,5242,159,Who sent this schedule?,A,Company Name,2
10160,5242,160,What should the reader do?,A,Read carefully,3
10161,5243,161,What is this invoice about?,A,The about the contract renewal,1
10162,5243,162,Who sent this invoice?,D,Company Name,2
10163,5243,163,What should the reader do?,A,Read carefully,3
10164,5243,164,What is this invoice about?,D,The about the contract renewal,4
10165,5244,165,What is this email about?,B,The regarding the product launch,1
10166,5244,166,Who sent this email?,D,Company Name,2
10167,5244,167,What should the reader do?,B,Read carefully,3
10168,5245,168,What is this notice about?,C,The about the team training,1
10169,5245,169,Who sent this notice?,B,Company Name,2
10170,5245,170,What should the reader do?,C,Read carefully,3
10171,5245,171,What is this notice about?,B,The about the team training,4
10172,5246,172,What is this advertisement about?,B,The concerning the security update,1
10173,5246,173,Who sent this advertisement?,D,Company Name,2
10174,5246,174,What should the reader do?,D,Read carefully,3
10175,5247,175,What is this schedule about?,B,The regarding the system upgrade,1
10176,5247,176,Who sent this schedule?,D,Company Name,2
10177,5247,177,What should the reader do?,B,Read carefully,3
10178,5247,178,What is this schedule about?,C,The regarding the system upgrade,4
10179,5248,179,What is this invoice about?,D,The about the policy change,1
10180,5248,180,Who sent this invoice?,D,Company Name,2
10181,5248,181,What should the reader do?,C,Read carefully,3
10182,5249,182,What is this email about?,D,The regarding the office relocation,1
10183,5249,183,Who sent this email?,C,Company Name,2
10184,5249,184,What should the reader do?,A,Read carefully,3
10185,5249,185,What is this email about?,D,The regarding the office relocation,4
10186,5250,186,What is this notice about?,B,The about the holiday schedule,1
10187,5250,187,Who sent this notice?,D,Company Name,2
10188,5250,188,What should the reader do?,D,Read carefully,3
10189,5251,189,What is this advertisement about?,C,The concerning the salary review,1
10190,5251,190,Who sent this advertisement?,B,Company Name,2
10191,5251,191,What should the reader do?,C,Read carefully,3
10192,5251,192,What is this advertisement about?,B,The concerning the salary review,4
10193,5252,193,What is this schedule about?,A,The regarding the new procedure,1
10194,5252,194,Who sent this schedule?,B,Company Name,2
10195,5252,195,What should the reader do?,C,Read carefully,3
10196,5252,196,What is this schedule about?,A,The regarding the new procedure,4
10197,5253,197,What is this invoice about?,B,The about the equipment order,1
10198,5253,198,Who sent this invoice?,C,Company Name,2
10199,5253,199,What should the reader do?,B,Read carefully,3
10200,5253,200,What is this invoice about?,B,The about the equipment order,4
10201,5254,1,,A,Two community specialists are building international partnerships with colleagues,1
10202,5255,2,,D,Several volunteers are participating in international service nearby,1
10203,5256,3,,D,A team is developing global diversity and inclusion strategies in the background,1
10204,5257,4,,A,A woman is managing international cultural programs currently,1
10205,5258,5,,D,A man is conducting international cultural training,1
10206,5259,6,,C,Two cultural specialists are creating international inclusion initiatives with colleagues,1
10207,5260,13,What should I do about the deadline?,D,Submit by Friday,1
10208,5261,14,How long will the meeting take?,B,45 minutes,1
10209,5262,15,Is the product available?,B,50 in stock,1
10210,5263,16,What's the cost of service?,D,$150 per month,1
10211,5264,17,Can you help with this task?,A,"Yes, immediately",1
10212,5265,18,When should I arrive for the interview?,B,15 minutes early,1
10213,5266,19,Do you have the report ready?,D,On your desk,1
10214,5267,20,How many people will attend?,B,25 participants,1
10215,5268,21,Where should I park my car?,B,Visitor lot,1
10216,5269,22,What's the dress code?,D,Business casual,1
10217,5270,23,Should I bring my laptop?,A,"Yes, for presentation",1
10218,5271,24,How do I access the building?,D,Main entrance with ID,1
10219,5272,25,What time does the store close?,B,9 PM weekdays,1
10220,5273,26,Is there a discount available?,A,10% off members,1
10221,5274,27,Can I reschedule the appointment?,B,"Yes, call to reschedule",1
10222,5275,28,What's included in the package?,B,Full service with support,1
10223,5276,29,How do I contact customer service?,A,Call 1-800-555-1234,1
10224,5277,30,Is the warranty still valid?,D,2 years remaining,1
10225,5278,31,What payment methods do you accept?,B,Credit cards and cash,1
10226,5279,32,Can I get a refund?,B,Within 30 days,1
10227,5280,33,How long is the warranty period?,D,One year from purchase,1
10228,5281,34,Do you offer installation service?,B,Free installation,1
10229,5282,35,Is the product eco-friendly?,D,Made from recycled materials,1
10230,5283,36,Can I track my order?,C,Online tracking available,1
10231,5284,37,What's the delivery time?,C,3-5 business days,1
10232,5285,32,What is the status of project deadline 650?,B,On track,1
10233,5285,33,What needs to be done for project deadline 650?,B,Finalize the report,2
10234,5285,34,Who is working on project deadline 650?,B,The team,3
10235,5286,35,What is the status of client meeting 651?,A,On track,1
10236,5286,36,What needs to be done for client meeting 651?,A,Finalize the report,2
10237,5286,37,Who is working on client meeting 651?,D,The team,3
10238,5287,38,What is the status of team collaboration 652?,C,On track,1
10239,5287,39,What needs to be done for team collaboration 652?,C,Finalize the report,2
10240,5287,40,Who is working on team collaboration 652?,D,The team,3
10241,5288,41,What is the status of budget approval 653?,D,On track,1
10242,5288,42,What needs to be done for budget approval 653?,A,Finalize the report,2
10243,5288,43,Who is working on budget approval 653?,B,The team,3
10244,5289,44,What is the status of product launch 654?,B,On track,1
10245,5289,45,What needs to be done for product launch 654?,A,Finalize the report,2
10246,5289,46,Who is working on product launch 654?,A,The team,3
10247,5290,47,What is the status of project deadline 655?,B,On track,1
10248,5290,48,What needs to be done for project deadline 655?,A,Finalize the report,2
10249,5290,49,Who is working on project deadline 655?,A,The team,3
10250,5291,50,What is the status of client meeting 656?,A,On track,1
10251,5291,51,What needs to be done for client meeting 656?,A,Finalize the report,2
10252,5291,52,Who is working on client meeting 656?,C,The team,3
10253,5292,53,What is the status of team collaboration 657?,A,On track,1
10254,5292,54,What needs to be done for team collaboration 657?,B,Finalize the report,2
10255,5292,55,Who is working on team collaboration 657?,C,The team,3
10256,5293,56,What is the status of budget approval 658?,B,On track,1
10257,5293,57,What needs to be done for budget approval 658?,C,Finalize the report,2
10258,5293,58,Who is working on budget approval 658?,D,The team,3
10259,5294,59,What is the status of product launch 659?,C,On track,1
10260,5294,60,What needs to be done for product launch 659?,C,Finalize the report,2
10261,5294,61,Who is working on product launch 659?,C,The team,3
10262,5295,62,What is the status of project deadline 660?,B,On track,1
10263,5295,63,What needs to be done for project deadline 660?,B,Finalize the report,2
10264,5295,64,Who is working on project deadline 660?,D,The team,3
10265,5296,65,What is the status of client meeting 661?,D,On track,1
10266,5296,66,What needs to be done for client meeting 661?,A,Finalize the report,2
10267,5296,67,Who is working on client meeting 661?,B,The team,3
10268,5297,68,What is the status of team collaboration 662?,B,On track,1
10269,5297,69,What needs to be done for team collaboration 662?,D,Finalize the report,2
10270,5297,70,Who is working on team collaboration 662?,D,The team,3
10271,5298,71,What type of announcement 500?,B,flight departure,1
